x y z
-168 119 59
15 36 168
443 -55 197
496 -100 161
288 -3 85
172 50 108
114 90 119
90 103 124
123 99 145
165 15 321
215 12 364
259 -36 246
311 -109 30
302 -84 -83
276 -8 -50
185 19 32
164 2 202
188 49 509
216 40 326
220 -34 152
261 -107 -33
276 -133 -145
192 11 -58
132 -3 87
196 -7 352
299 37 486
265 -35 143
239 -62 5
249 -70 -124
232 -30 -179
155 -17 66
245 -31 373
330 27 532
356 0 362
206 -116 4
241 -130 -153
283 -81 -200
236 2 -116
194 22 5
219 17 349
281 17 279
282 17 145
221 8 71
217 3 58
230 10 85
229 12 108
230 9 129
273 -25 138
409 -49 94
517 -54 50
416 -196 52
-198 242 192
-208 223 152
-126 115 0
116 27 -14
386 -100 123
561 -106 183
400 -14 182
252 34 122
57 36 28
-303 200 -75
-228 155 15
-75 74 205
342 -17 255
581 -128 127
439 -70 106
256 -5 99
68 52 45
-217 191 -2
-268 238 39
-143 152 88
75 29 166
491 -71 148
506 -80 121
354 3 107
154 41 66
-161 86 32
-217 185 35
-72 95 159
400 -44 180
545 -136 198
460 -50 101
281 -20 124
25 -3 111
-269 90 9
-284 190 49
-133 97 116
230 -43 167
606 -144 135
644 -120 121
300 19 98
66 17 66
-141 78 56
-249 216 58
-46 214 129
18 145 158
196 89 119
243 49 99
358 69 272
259 123 415
222 27 208
272 -104 -80
250 -39 -247
168 55 -93
92 -1 87
196 -15 366
334 31 479
216 5 279
191 -58 35
301 -135 -234
318 -35 -185
197 17 -74
59 -57 82
290 -29 375
308 31 411
256 -9 211
233 -77 38
248 -133 -111
298 -23 -115
284 28 -72
178 15 16
30 3 218
379 93 516
264 12 362
260 -43 224
259 -145 0
304 -74 -250
226 40 -107
151 81 44
120 90 197
199 134 275
224 83 164
222 73 122
195 64 77
205 58 71
194 47 110
237 24 146
397 -1 158
487 -23 125
214 -53 88
-95 46 24
-410 200 -7
-291 170 -12
298 13 222
622 -111 185
686 -111 77
435 -49 114
214 13 50
-380 214 -18
-281 207 -5
-120 140 104
233 23 176
670 -132 115
499 -72 93
268 -16 84
93 43 50
-266 240 4
-214 194 58
-34 123 151
334 -38 150
616 -137 96
447 -48 104
265 5 95
56 21 73
-231 129 57
-182 177 54
8 141 136
327 -21 202
598 -116 107
363 -15 59
168 53 45
2 93 26
-113 199 45
57 200 83
146 166 113
215 139 97
248 123 68
243 111 56
203 126 69
196 134 75
185 135 81
206 131 82
200 126 76
202 124 68
208 121 58
197 125 64
203 125 59
201 123 59
201 119 71
208 123 62
198 117 66
212 110 58
213 110 65
221 107 67
225 104 65
224 103 68
217 104 65
215 105 65
215 102 64
213 102 66
220 99 65
224 93 60
223 90 63
223 90 68
231 84 64
236 81 62
240 81 64
226 84 62
223 86 65
219 87 66
223 85 64
220 81 60
226 79 71
219 73 85
233 68 91
241 64 103
219 59 101
195 64 124
194 76 95
240 66 142
204 50 143
206 45 145
173 40 142
167 31 130
156 15 165
204 57 153
191 52 151
185 53 154
185 57 137
190 61 155
184 56 148
193 65 138
190 67 136
193 64 134
190 67 132
191 67 134
