X	Y	Z
-53	90	199
-21	72	197
81	27	281
125	12	203
137	16	193
147	13	189
150	12	185
117	41	225
89	38	221
41	55	235
-6	69	223
-78	92	179
-78	97	191
-104	97	174
-100	98	174
-88	97	173
-16	83	201
44	69	220
87	54	209
117	45	197
118	44	200
79	44	224
60	44	241
37	53	238
0	78	198
6	95	190
10	95	187
9	78	199
11	62	218
21	36	242
22	33	254
22	35	246
14	52	229
6	89	189
2	108	186
3	110	183
2	99	189
12	70	221
11	59	227
13	57	232
8	54	237
10	55	233
2	70	213
2	84	208
-1	97	199
1	104	193
1	91	199
0	80	208
0	66	225
17	52	228
9	40	208
11	25	243
0	19	236
5	-4	236
2	-3	234
2	-5	233
-10	-15	231
6	-5	233
5	-11	245
60	3	220
87	1	209
82	0	209
54	1	230
25	-2	234
-21	7	230
-30	10	232
-47	13	224
-43	12	224
31	26	232
73	6	214
91	0	219
104	-2	206
108	-2	201
57	-4	229
35	-1	231
24	1	238
13	-2	240
7	0	233
4	1	238
13	-2	228
13	0	234
6	-2	233
18	-2	229
11	-3	239
13	-4	234
11	-2	235
15	-3	234
15	-6	238
18	-6	234
23	-5	231
22	-9	229
18	-7	233
12	-11	237
2	-18	237
8	-12	240
21	-1	235
7	-23	227
5	-15	236
2	-7	233
5	-8	235
5	-17	239
14	-10	242
7	-17	252
87	1	207
94	-6	183
56	-14	230
21	-11	237
8	-10	243
-9	4	234
-16	5	232
-36	10	226
-29	16	260
40	15	217
69	22	221
97	2	198
86	1	211
18	11	233
1	12	240
-9	12	232
-17	9	230
-20	10	230
-5	20	227
17	20	238
52	21	224
69	16	223
94	12	216
91	9	216
81	8	212
52	19	230
32	4	233
-3	12	233
-13	9	233
-19	8	233
-24	14	227
1	23	219
6	29	239
18	32	238
38	58	233
32	87	196
38	84	180
40	85	187
25	80	200
44	58	224
21	34	230
18	6	241
17	0	230
-6	-4	247
5	-5	234
4	-4	236
3	-4	234
3	-3	233
0	34	238
8	55	209
8	75	201
17	88	198
13	92	193
11	78	201
8	67	215
2	44	235
13	26	235
5	8	231
2	-1	236
8	-8	233
7	-4	235
5	-3	236
14	18	239
12	33	232
8	52	224
10	66	213
11	80	194
2	78	199
4	73	216
11	57	221
-1	29	209
3	5	235
3	-1	238
8	-10	232
8	-8	236
6	-11	244
20	-5	244
52	3	222
77	6	225
106	4	209
108	3	208
95	3	210
72	2	209
28	5	231
-22	9	230
-39	9	228
-56	11	222
-68	12	223
-68	11	219
-49	9	221
-40	29	230
-3	25	226
55	25	219
73	16	216
77	12	223
82	9	209
68	13	219
12	12	248
-13	15	235
-23	11	232
-35	9	224
-47	10	221
-42	18	224
-20	26	250
10	22	227
69	16	224
85	10	216
90	9	214
92	5	206
76	18	225
0	16	236
-15	12	234
-21	14	232
-37	13	226
-53	14	221
-46	11	224
-14	29	231
33	24	227
55	22	229
73	16	217
74	13	217
63	18	225
29	22	243
-22	14	231
-33	18	229
-33	17	227
-41	13	225
-5	29	238
26	25	221
67	22	229
83	9	217
99	5	212
95	2	191
64	13	225
23	16	240
4	13	231
-28	17	231
-35	13	227
-47	13	223
-54	15	222
-45	17	220
1	30	232
48	25	227
69	21	221
90	12	213
113	1	204
97	-2	222
68	14	221
32	22	230
-35	23	235
-37	12	226
-52	12	221
-37	24	228
-26	32	234
59	23	210
86	22	217
106	9	211
114	8	212
126	0	200
101	0	192
56	16	228
15	17	245
-21	13	230
-38	15	230
-38	14	227
-48	11	224
-29	23	228
23	6	254
78	10	221
102	2	204
104	3	217
84	10	174
44	20	239
-3	20	237
-19	18	240
-26	16	230
-36	14	226
-17	26	250
10	15	235
53	11	229
91	-2	207
68	24	220
60	23	232
31	28	210
-54	50	236
-54	24	219
-58	12	226
-59	6	223
-45	5	227
-89	-21	260
2	-5	233
4	-5	234
5	-3	235
3	1	230
5	-10	237
5	0	237
0	-24	238
14	-8	236
58	10	199
82	38	222
101	45	202
131	48	158
49	24	222
23	17	246
-34	20	251
-44	2	225
-68	-3	219
-64	-3	220
-41	3	258
22	21	215
52	30	213
94	43	211
106	47	179
85	40	210
54	29	218
-16	11	241
-27	-7	236
-58	0	225
-66	1	222
-23	13	223
7	18	233
51	28	221
76	31	220
94	40	208
97	40	196
68	32	213
42	24	233
7	16	241
-52	5	231
-50	1	223
-64	1	219
-64	4	252
-15	15	235
54	30	224
87	40	222
97	44	209
113	48	178
64	28	222
14	20	227
-1	52	291
13	-2	239
8	1	230
7	-4	225
5	-3	231
-54	20	223
0	-74	287
8	-5	234
13	-32	231
8	-1	235
3	-11	233
-3	-1	232
5	-9	237
5	-12	232
3	-11	234
-13	-3	236
4	-11	235
2	-11	236
-6	-12	236
-2	-6	229
1	-8	234
2	-9	236
3	-11	235
8	-13	231
8	-31	244
-22	7	238
6	-10	237
-2	-10	277
78	1	218
138	4	190
132	2	178
112	9	215
73	16	230
1	26	237
-21	33	222
-33	38	223
-44	45	221
-64	53	210
-52	34	210
-14	44	217
45	26	254
80	-1	223
100	2	208
93	1	201
65	14	232
-4	20	287
-52	50	212
-62	53	207
-71	58	206
-78	60	201
-64	45	218
30	45	255
66	-2	236
91	3	213
104	1	208
80	3	219
57	21	223
4	23	279
-34	42	223
-64	58	198
-40	39	213
11	46	230
36	25	239
66	-4	223
77	-1	219
46	1	209
7	7	272
-13	25	221
-43	44	215
-47	44	212
-16	23	225
34	19	242
58	-4	224
48	-4	207
11	6	282
6	19	227
-3	34	230
-30	39	217
5	25	262
46	25	208
54	-7	230
11	-6	257
-23	14	258
2	-4	237
3	-5	234
3	-6	234
2	-5	233
4	-5	235
3	-6	232
3	-6	230
2	-7	234
2	-7	233
2	-6	233
2	-5	233
1	-9	235
2	-11	234
2	-9	236
6	-9	231
1	-9	234
2	-9	233
2	-10	235
1	-10	235
2	-9	234
3	-8	234
0	-10	234
5	-10	231
2	-8	232
1	-9	235
0	-9	233
1	-8	234
1	-9	234
2	-8	233
1	-8	233
0	-9	234
1	-8	234
1	-10	233
1	-10	235
1	-8	233
1	-10	233
1	-9	233
0	-10	233
1	-8	233
1	-8	234
1	-9	232
1	-10	234
0	-9	234
0	-9	232
1	-10	232
1	-9	234
1	-9	234
0	-8	235
1	-9	235
0	-9	232
1	-9	233
1	-10	235
1	-8	235
0	-9	234
1	-9	234
1	-9	234
2	-10	234
0	-9	233
0	-8	233
1	-9	234
1	-9	231
1	-9	234
1	-9	235
0	-10	236
1	-9	234
1	-8	234
1	-8	233
1	-9	233
