x y z
-250 71 4
-7 -17 -11
182 19 -56
-102 64 -23
-260 103 -19
-612 286 -212
-444 -120 -29
-226 28 -31
23 -39 -115
104 -132 -65
-141 -185 1
-476 45 -127
-606 85 -400
-558 80 -67
-128 8 -13
200 9 -72
207 18 -40
3 35 -52
-142 54 37
-636 304 -390
-705 36 -116
-382 -36 -3
-129 -3 -81
103 -96 -84
15 -153 -87
-96 -215 -51
-625 -52 -240
-410 192 -66
-215 59 -20
64 17 -13
123 74 -32
-67 41 0
-361 181 -40
-805 277 -293
-675 65 -134
-95 21 -92
69 -97 -77
117 -108 -84
41 -118 -83
-566 44 -120
-746 -13 -403
-457 113 -69
-312 71 21
176 75 -39
84 64 -73
-62 8 -25
-210 74 -30
-559 323 -303
-480 -46 -20
-192 7 -73
45 -118 -89
99 -146 -88
-105 -187 -49
-406 -12 -98
-750 69 -337
-535 -32 -58
-130 19 -43
155 1 -4
186 47 -55
-219 49 17
-521 299 -72
-693 219 -297
-507 -31 -81
-41 -12 -103
94 -96 -97
144 -112 -119
-46 -189 -14
-554 91 -348
-530 13 -128
-433 96 6
-129 60 -13
199 64 -44
-21 17 -56
-158 31 64
-545 241 -158
-551 -41 -104
-301 -31 -7
-104 -13 -57
65 -85 -81
135 -96 -71
-143 -138 -38
-703 -99 -192
-779 -126 -188
-372 111 -67
-165 2 16
83 9 -87
192 70 -38
95 50 -42
-376 125 -68
-608 260 -354
-638 70 7
-496 -68 1
-17 -21 -103
103 -94 -81
73 -79 -59
-26 -80 -26
-590 9 -210
-662 -20 -187
-448 109 -39
-242 48 9
149 38 -27
104 55 -78
-94 55 19
-479 343 -194
-525 106 -167
-280 11 -98
-14 -67 -76
79 -148 -49
106 -126 -101
-368 -42 -77
-710 73 -234
-617 -74 -198
-420 173 -50
72 -32 -18
183 14 -10
95 87 -97
-221 83 19
-606 216 -415
-504 31 -121
-291 -58 -39
-38 13 -120
87 -120 -90
-28 -117 -82
-233 -213 -73
-693 50 -399
-434 104 -62
-255 46 -23
27 -2 -34
161 17 -2
-95 65 -7
-451 198 -123
-636 315 -423
-670 43 -168
-92 -10 -97
38 -90 -55
74 -113 -79
66 -102 -89
-700 34 -161
-673 -76 -171
-432 130 -72
-348 72 22
-10 5 -31
134 55 -87
-77 43 -43
-237 85 -36
-725 237 -228
-450 -42 -46
-232 19 -32
35 -44 -106
91 -114 -101
-26 -190 -32
-409 -20 -22
-732 50 -257
-418 102 -23
-139 30 5
115 12 -43
167 51 -59
-117 24 13
-298 156 -88
-678 299 -317
-659 62 -107
-219 23 -60
5 -47 -80
109 -108 -63
91 -89 -83
-732 -20 -228
-641 -95 -193
-486 123 -71
-308 73 -7
192 27 0
123 50 -43
-65 65 -31
-228 147 -1
-644 287 -265
-485 -77 -37
-244 -16 -28
-28 -40 -88
86 -119 -48
-60 -211 -17
-389 33 -121
-666 68 -289
-584 -86 -88
-229 52 17
45 8 -28
167 55 -15
130 -9 -38
-466 229 -128
-719 292 -334
-568 109 -101
-327 -63 -30
30 -79 -94
116 -113 -87
77 -105 -77
-154 -140 -13
-659 -100 -173
-531 120 -89
-412 68 36
-45 -12 -7
158 48 -86
-36 9 -5
-238 146 -68
-611 382 -408
-781 145 -203
-206 -27 -68
39 -69 -80
118 -90 -77
89 -94 -81
-480 -29 -123
-777 73 -445
-372 21 -105
-438 117 -4
45 -5 -31
219 34 -99
85 -19 -63
-97 11 34
-698 274 -396
-599 97 -199
-308 -76 -65
-350 -38 -3
-77 -50 -30
17 -22 -73
130 -40 -92
-208 -69 -160
-257 84 -101
-371 121 -31
-313 37 -14
-271 -18 -66
-215 -26 -21
-203 -51 -8
-222 11 -26
-265 106 -76
-332 69 -81
-257 18 -23
-177 6 -55
-171 23 -33
-196 43 -54
-232 48 -45
-262 60 -41
-255 31 -31
-228 21 -38
-226 18 -22
-240 28 -9
-241 38 -16
-241 37 -29
-251 30 -12
-287 21 -14
-272 17 -11
-255 -8 -17
-221 -32 -20
-189 -51 -24
-211 -54 -15
-266 -39 -9
-237 -38 -13
-232 -36 -5
-239 -46 -1
-243 -46 -12
-248 -50 -13
-249 -48 -6
-258 -36 -17
-244 -34 -3
-253 -30 0
-280 -25 -4
-293 -10 -23
-247 9 -18
-212 13 -18
-222 -5 -26
-240 2 -37
-247 9 -26
-215 16 -20
-235 19 -16
-250 12 -18
-248 19 -3
-241 20 8
-244 22 7
-240 27 5
-236 30 8
-239 20 20
-248 22 17
-250 25 22
-242 17 25
-234 12 31
-236 8 28
-232 6 28
-234 5 30
-236 6 25
